record_type,vehicle_year,vehicle_type,gearbox_family,part_type,part_manufacturer,is_205,installed_parts,defective_parts,defect_frequency,market_share,unique_gearboxes,gearboxes_total,gearboxes_with_205,gearbox_penetration,every_xth_gearbox
part_summary,2008,11,K3AG1,T24,207,False,2066,189,0.0914811229428848,0.3964690078679716,2066,,,,
part_summary,2008,11,K3AG1,T24,208,False,1555,150,0.09646302250803858,0.2984072155056611,1555,,,,
part_summary,2008,11,K3AG1,T25,206,False,3116,313,0.10044929396662387,0.5979658414891575,3116,,,,
part_summary,2008,11,K3AG1,T25,207,False,2095,217,0.1035799522673031,0.40203415851084245,2095,,,,
part_summary,2008,11,K3SG1,T21,205,True,6176,623,0.10087435233160622,0.2979975874547648,6176,,,,
part_summary,2008,11,K3SG1,T21,207,False,4210,403,0.09572446555819478,0.20313630880579012,4210,,,,
part_summary,2008,11,K3SG1,T21,208,False,10339,1031,0.09971950865654318,0.4988661037394451,10339,,,,
part_summary,2008,11,K3SG1,T22,205,True,10363,1002,0.0966901476406446,0.5000241254523522,10363,,,,
part_summary,2008,11,K3SG1,T22,206,False,8286,806,0.09727250784455709,0.39980699638118217,8286,,,,
part_summary,2008,11,K3SG1,T22,208,False,2076,220,0.10597302504816955,0.10016887816646562,2076,,,,
part_summary,2008,11,K3SG1,T23,205,True,14509,1445,0.09959335584809428,0.7000723763570567,14509,,,,
part_summary,2008,11,K3SG1,T23,208,False,6216,616,0.0990990990990991,0.2999276236429433,6216,,,,
part_summary,2008,12,K3AG1,T21,205,True,308,28,0.09090909090909091,0.2919431279620853,308,,,,
part_summary,2008,12,K3AG1,T21,207,False,220,15,0.06818181818181818,0.20853080568720378,220,,,,
part_summary,2008,12,K3AG1,T21,208,False,527,65,0.12333965844402277,0.4995260663507109,527,,,,
part_summary,2008,12,K3AG1,T24,206,False,293,27,0.09215017064846416,0.2777251184834123,293,,,,
part_summary,2008,12,K3AG1,T24,207,False,423,39,0.09219858156028368,0.4009478672985782,423,,,,
part_summary,2008,12,K3AG1,T24,208,False,339,33,0.09734513274336283,0.32132701421800947,339,,,,
part_summary,2008,12,K3AG1,T25,206,False,625,64,0.1024,0.5924170616113744,625,,,,
part_summary,2008,12,K3AG1,T25,207,False,430,38,0.08837209302325581,0.4075829383886256,430,,,,
part_summary,2008,12,K3SG1,T21,205,True,1331,148,0.11119459053343352,0.30982309124767227,1331,,,,
part_summary,2008,12,K3SG1,T21,207,False,835,92,0.11017964071856287,0.19436685288640596,835,,,,
part_summary,2008,12,K3SG1,T21,208,False,2130,205,0.09624413145539906,0.4958100558659218,2130,,,,
part_summary,2008,12,K3SG1,T22,205,True,2178,223,0.10238751147842057,0.5069832402234636,2178,,,,
part_summary,2008,12,K3SG1,T22,206,False,1693,193,0.11399881866509155,0.39408752327746743,1693,,,,
part_summary,2008,12,K3SG1,T22,208,False,425,38,0.08941176470588236,0.0989292364990689,425,,,,
part_summary,2008,12,K3SG1,T23,205,True,3026,312,0.10310641110376735,0.7043761638733705,3026,,,,
part_summary,2008,12,K3SG1,T23,208,False,1270,140,0.11023622047244094,0.2956238361266294,1270,,,,
part_summary,2009,11,K3AG1,T21,205,True,14888,1517,0.1018941429339065,0.30016734208350976,14888,,,,
part_summary,2009,11,K3AG1,T21,207,False,9894,995,0.10056599959571458,0.1994798282223432,9894,,,,
part_summary,2009,11,K3AG1,T21,208,False,24817,2509,0.10110005238344683,0.5003528296941471,24817,,,,
part_summary,2009,11,K3AG1,T24,206,False,14740,1429,0.0969470827679783,0.29718341095586603,14740,,,,
part_summary,2009,11,K3AG1,T24,207,False,19925,1996,0.10017565872020075,0.40172180890743764,19925,,,,
part_summary,2009,11,K3AG1,T24,208,False,14934,1544,0.1033882415963573,0.3010947801366963,14934,,,,
part_summary,2009,11,K3AG1,T25,206,False,29635,2914,0.09832967774590855,0.5974918849170346,29635,,,,
part_summary,2009,11,K3AG1,T25,207,False,19964,2038,0.10208375075135244,0.40250811508296536,19964,,,,
part_summary,2009,11,K3SG1,T21,205,True,59407,5917,0.09960105711448146,0.30058947048852686,59407,,,,
part_summary,2009,11,K3SG1,T21,207,False,39595,3974,0.10036620785452709,0.20034406861132897,39595,,,,
part_summary,2009,11,K3SG1,T21,208,False,98633,9668,0.09801993247696004,0.4990664609001442,98633,,,,
part_summary,2009,11,K3SG1,T22,205,True,98689,9937,0.10069004650974273,0.49934981152123864,98689,,,,
part_summary,2009,11,K3SG1,T22,206,False,79109,7767,0.09818099078486645,0.4002782907885749,79109,,,,
part_summary,2009,11,K3SG1,T22,208,False,19837,1963,0.09895649543781822,0.10037189769018645,19837,,,,
part_summary,2009,11,K3SG1,T23,205,True,138523,13933,0.10058257473488157,0.7009031801047385,138523,,,,
part_summary,2009,11,K3SG1,T23,208,False,59112,5849,0.09894776018405738,0.2990968198952615,59112,,,,
part_summary,2009,12,K3AG1,T21,205,True,3080,299,0.09707792207792208,0.30525272547076315,3080,,,,
part_summary,2009,12,K3AG1,T21,207,False,2020,192,0.09504950495049505,0.2001982160555005,2020,,,,
part_summary,2009,12,K3AG1,T21,208,False,4990,480,0.09619238476953908,0.49454905847373637,4990,,,,
part_summary,2009,12,K3AG1,T24,206,False,3045,288,0.09458128078817735,0.30178394449950446,3045,,,,
part_summary,2009,12,K3AG1,T24,207,False,4008,427,0.10653692614770459,0.39722497522299305,4008,,,,
part_summary,2009,12,K3AG1,T24,208,False,3037,329,0.10833058939743168,0.3009910802775025,3037,,,,
part_summary,2009,12,K3AG1,T25,206,False,6026,569,0.09442416196481912,0.5972249752229931,6026,,,,
part_summary,2009,12,K3AG1,T25,207,False,4064,415,0.10211614173228346,0.40277502477700694,4064,,,,
part_summary,2009,12,K3SG1,T21,205,True,12210,1188,0.0972972972972973,0.29933073472089433,12210,,,,
part_summary,2009,12,K3SG1,T21,207,False,8266,735,0.08891846116622308,0.20264273982005834,8266,,,,
part_summary,2009,12,K3SG1,T21,208,False,20315,1972,0.09707112970711297,0.49802652545904735,20315,,,,
part_summary,2009,12,K3SG1,T22,205,True,20443,2030,0.0993004940566453,0.5011644725552206,20443,,,,
part_summary,2009,12,K3SG1,T22,206,False,16408,1659,0.10110921501706485,0.40224559339069893,16408,,,,
part_summary,2009,12,K3SG1,T22,208,False,3940,388,0.09847715736040609,0.09658993405408056,3940,,,,
part_summary,2009,12,K3SG1,T23,205,True,28418,2868,0.10092195087620522,0.6966732857738227,28418,,,,
part_summary,2009,12,K3SG1,T23,208,False,12373,1223,0.09884425765780327,0.30332671422617735,12373,,,,
part_summary,2010,11,K3AG1,T21,205,True,14821,1643,0.11085621752918157,0.29994131099103477,14821,,,,
part_summary,2010,11,K3AG1,T21,207,False,10004,974,0.09736105557776889,0.20245684334082123,10004,,,,
part_summary,2010,11,K3AG1,T21,208,False,24588,2494,0.10143159264681958,0.497601845668144,24588,,,,
part_summary,2010,11,K3AG1,T24,206,False,14821,1571,0.10599824573240672,0.29994131099103477,14821,,,,
part_summary,2010,11,K3AG1,T24,207,False,19698,2017,0.10239618235353844,0.39864003399915005,19698,,,,
part_summary,2010,11,K3AG1,T24,208,False,14894,1500,0.10071169598496038,0.30141865500981524,14894,,,,
part_summary,2010,11,K3AG1,T25,206,False,29546,3094,0.1047180667433832,0.5979398134094267,29546,,,,
part_summary,2010,11,K3AG1,T25,207,False,19867,1972,0.09926007952886697,0.40206018659057335,19867,,,,
part_summary,2010,11,K3SG1,T21,205,True,59691,5855,0.09808848905195088,0.3014986286562852,59691,,,,
part_summary,2010,11,K3SG1,T21,207,False,39485,3779,0.09570723059389642,0.1994383299407519,39485,,,,
part_summary,2010,11,K3SG1,T21,208,False,98805,9959,0.10079449420575881,0.4990630414029629,98805,,,,
part_summary,2010,11,K3SG1,T22,205,True,98793,9933,0.10054356077859768,0.4990024295260656,98793,,,,
part_summary,2010,11,K3SG1,T22,206,False,79491,7913,0.09954586053767094,0.40150822553679394,79491,,,,
part_summary,2010,11,K3SG1,T22,208,False,19697,1996,0.10133522871503274,0.09948934493714043,19697,,,,
part_summary,2010,11,K3SG1,T23,205,True,138570,13688,0.09878039979793606,0.6999156484713179,138570,,,,
part_summary,2010,11,K3SG1,T23,208,False,59411,5803,0.09767551463533689,0.30008435152868207,59411,,,,
part_summary,2010,12,K3AG1,T21,205,True,3076,304,0.0988296488946684,0.29866977376444315,3076,,,,
part_summary,2010,12,K3AG1,T21,207,False,2053,178,0.08670238675109596,0.19933974172249733,2053,,,,
part_summary,2010,12,K3AG1,T21,208,False,5170,488,0.09439071566731141,0.5019904845130595,5170,,,,
part_summary,2010,12,K3AG1,T24,206,False,3095,329,0.10630048465266559,0.30051461306923,3095,,,,
part_summary,2010,12,K3AG1,T24,207,False,4143,433,0.10451363746077721,0.4022720652490533,4143,,,,
part_summary,2010,12,K3AG1,T24,208,False,3061,334,0.10911466840901667,0.29721332168171666,3061,,,,
part_summary,2010,12,K3AG1,T25,206,False,6135,587,0.09568052159739202,0.5956889018351296,6135,,,,
part_summary,2010,12,K3AG1,T25,207,False,4164,429,0.10302593659942363,0.4043110981648704,4164,,,,
part_summary,2010,12,K3SG1,T21,205,True,12059,1214,0.10067169748735384,0.2957812116752514,12059,,,,
part_summary,2010,12,K3SG1,T21,207,False,8116,866,0.1067028092656481,0.19906794211429973,8116,,,,
part_summary,2010,12,K3SG1,T21,208,False,20595,2035,0.09881039087157077,0.5051508462104488,20595,,,,
part_summary,2010,12,K3SG1,T22,205,True,20437,2108,0.10314625434261389,0.5012754476330635,20437,,,,
part_summary,2010,12,K3SG1,T22,206,False,16186,1671,0.10323736562461386,0.39700760363012016,16186,,,,
part_summary,2010,12,K3SG1,T22,208,False,4147,402,0.09693754521340728,0.10171694873681629,4147,,,,
part_summary,2010,12,K3SG1,T23,205,True,28597,2876,0.10056998985907613,0.7014226146676478,28597,,,,
part_summary,2010,12,K3SG1,T23,208,False,12173,1253,0.10293271995399655,0.29857738533235223,12173,,,,
part_summary,2011,11,K3AG1,T21,205,True,15024,1478,0.09837593184238552,0.30388349514563107,15024,,,,
part_summary,2011,11,K3AG1,T21,207,False,9946,944,0.09491252764930626,0.20117313915857604,9946,,,,
part_summary,2011,11,K3AG1,T21,208,False,24470,2479,0.10130772374335921,0.4949433656957929,24470,,,,
part_summary,2011,11,K3AG1,T24,206,False,14753,1448,0.09814952890937437,0.29840210355987057,14753,,,,
part_summary,2011,11,K3AG1,T24,207,False,19914,2027,0.10178768705433364,0.4027912621359223,19914,,,,
part_summary,2011,11,K3AG1,T24,208,False,14773,1483,0.10038583903066405,0.2988066343042071,14773,,,,
part_summary,2011,11,K3AG1,T25,206,False,29581,2973,0.10050370170041581,0.5983211974110032,29581,,,,
part_summary,2011,11,K3AG1,T25,207,False,19859,1993,0.10035752051966362,0.40167880258899674,19859,,,,
part_summary,2011,11,K3SG1,T21,205,True,59386,5795,0.0975819216650389,0.3000050517807527,59386,,,,
part_summary,2011,11,K3SG1,T21,207,False,39379,3939,0.10002793367023033,0.19893407426117707,39379,,,,
part_summary,2011,11,K3SG1,T21,208,False,99185,10037,0.10119473710742552,0.5010608739580702,99185,,,,
part_summary,2011,11,K3SG1,T22,205,True,98886,9899,0.10010517161175495,0.49955039151300834,98886,,,,
part_summary,2011,11,K3SG1,T22,206,False,79263,7997,0.10089196724827473,0.40041929780247537,79263,,,,
part_summary,2011,11,K3SG1,T22,208,False,19801,1996,0.10080298974799252,0.10003031068451629,19801,,,,
part_summary,2011,11,K3SG1,T23,205,True,138508,13921,0.10050682993040114,0.6997120484970952,138508,,,,
part_summary,2011,11,K3SG1,T23,208,False,59442,5935,0.09984522728037415,0.30028795150290477,59442,,,,
part_summary,2011,12,K3AG1,T21,205,True,3100,303,0.09774193548387097,0.3019382487581572,3100,,,,
part_summary,2011,12,K3AG1,T21,207,False,2099,191,0.09099571224392568,0.20444141423979742,2099,,,,
part_summary,2011,12,K3AG1,T21,208,False,5068,524,0.10339384372533544,0.4936203370020454,5068,,,,
part_summary,2011,12,K3AG1,T24,206,False,3082,310,0.10058403634003893,0.3001850589266582,3082,,,,
part_summary,2011,12,K3AG1,T24,207,False,4093,421,0.10285853896897142,0.39865588779585076,4093,,,,
part_summary,2011,12,K3AG1,T24,208,False,3092,283,0.09152652005174644,0.301159053277491,3092,,,,
part_summary,2011,12,K3AG1,T25,206,False,6093,582,0.09551944854751354,0.5934547579624038,6093,,,,
part_summary,2011,12,K3AG1,T25,207,False,4174,428,0.10253953042644945,0.4065452420375962,4174,,,,
part_summary,2011,12,K3SG1,T21,205,True,12287,1269,0.10327988931390901,0.3003055114261273,12287,,,,
part_summary,2011,12,K3SG1,T21,207,False,8135,818,0.10055316533497234,0.19882683612367102,8135,,,,
part_summary,2011,12,K3SG1,T21,208,False,20493,2075,0.10125408676133314,0.5008676524502016,20493,,,,
part_summary,2011,12,K3SG1,T22,205,True,20360,1977,0.09710216110019647,0.49761701087620674,20360,,,,
part_summary,2011,12,K3SG1,T22,206,False,16429,1605,0.09769310365816544,0.4015397775876818,16429,,,,
part_summary,2011,12,K3SG1,T22,208,False,4126,423,0.10252060106640815,0.10084321153611145,4126,,,,
part_summary,2011,12,K3SG1,T23,205,True,28785,2893,0.10050373458398472,0.703531712086032,28785,,,,
part_summary,2011,12,K3SG1,T23,208,False,12130,1246,0.10272052761747733,0.296468287913968,12130,,,,
part_summary,2012,11,K3AG1,T21,205,True,14840,1503,0.10128032345013477,0.2989042861746697,14840,,,,
part_summary,2012,11,K3AG1,T21,207,False,9952,1062,0.10671221864951769,0.20045117628101836,9952,,,,
part_summary,2012,11,K3AG1,T21,208,False,24856,2438,0.09808496942388156,0.5006445375443119,24856,,,,
part_summary,2012,11,K3AG1,T24,206,False,14816,1485,0.10022948164146868,0.2984208830164357,14816,,,,
part_summary,2012,11,K3AG1,T24,207,False,19875,2055,0.10339622641509434,0.400318240412504,19875,,,,
part_summary,2012,11,K3AG1,T24,208,False,14957,1459,0.09754629939158922,0.30126087657106027,14957,,,,
part_summary,2012,11,K3AG1,T25,206,False,29653,2850,0.0961116919030115,0.5972647437963261,29653,,,,
part_summary,2012,11,K3AG1,T25,207,False,19995,2098,0.10492623155788947,0.40273525620367384,19995,,,,
part_summary,2012,11,K3SG1,T21,205,True,59042,5827,0.0986924562176078,0.29907706646945,59042,,,,
part_summary,2012,11,K3SG1,T21,207,False,39681,4021,0.10133313172551095,0.20100398148054344,39681,,,,
part_summary,2012,11,K3SG1,T21,208,False,98691,9792,0.09921877374836612,0.4999189520500066,98691,,,,
part_summary,2012,11,K3SG1,T22,205,True,98487,9781,0.0993125996324388,0.49888559068759053,98487,,,,
part_summary,2012,11,K3SG1,T22,206,False,79033,7868,0.0995533511318057,0.40034141448934724,79033,,,,
part_summary,2012,11,K3SG1,T22,208,False,19894,2035,0.10229214838644818,0.10077299482306219,19894,,,,
part_summary,2012,11,K3SG1,T23,205,True,138289,13817,0.09991394832560796,0.7005024972899592,138289,,,,
part_summary,2012,11,K3SG1,T23,208,False,59125,5970,0.10097251585623679,0.29949750271004083,59125,,,,
part_summary,2012,12,K3AG1,T21,205,True,3104,322,0.10373711340206186,0.30452271166486805,3104,,,,
part_summary,2012,12,K3AG1,T21,207,False,2047,204,0.09965803615046409,0.2008240949671343,2047,,,,
part_summary,2012,12,K3AG1,T21,208,False,5042,511,0.10134867116223721,0.4946531933679976,5042,,,,
part_summary,2012,12,K3AG1,T24,206,False,3059,292,0.09545603138280484,0.3001079171980771,3059,,,,
part_summary,2012,12,K3AG1,T24,207,False,4015,398,0.09912826899128269,0.39389777298145784,4015,,,,
part_summary,2012,12,K3AG1,T24,208,False,3119,294,0.09426098108368067,0.30599430982046505,3119,,,,
part_summary,2012,12,K3AG1,T25,206,False,6101,590,0.0967054581216194,0.5985480231531443,6101,,,,
part_summary,2012,12,K3AG1,T25,207,False,4092,412,0.10068426197458455,0.4014519768468557,4092,,,,
part_summary,2012,12,K3SG1,T21,205,True,12453,1249,0.10029711716052357,0.30541521557855494,12453,,,,
part_summary,2012,12,K3SG1,T21,207,False,7977,797,0.0999122477121725,0.19563937803502232,7977,,,,
part_summary,2012,12,K3SG1,T21,208,False,20344,1999,0.0982599292174597,0.4989454063864227,20344,,,,
part_summary,2012,12,K3SG1,T22,205,True,20392,2015,0.09881326010200078,0.5001226271643695,20392,,,,
part_summary,2012,12,K3SG1,T22,206,False,16353,1562,0.09551764202287043,0.4010644037867268,16353,,,,
part_summary,2012,12,K3SG1,T22,208,False,4029,414,0.10275502606105734,0.09881296904890371,4029,,,,
part_summary,2012,12,K3SG1,T23,205,True,28507,2928,0.1027116146911285,0.6991465149359887,28507,,,,
part_summary,2012,12,K3SG1,T23,208,False,12267,1226,0.09994293633325181,0.3008534850640114,12267,,,,
part_summary,2013,11,K3AG1,T21,205,True,14914,1426,0.09561485852219391,0.3016463735285789,14914,,,,
part_summary,2013,11,K3AG1,T21,207,False,9890,908,0.09180990899898887,0.2000323611504389,9890,,,,
part_summary,2013,11,K3AG1,T21,208,False,24638,2484,0.10081987174283627,0.49832126532098214,24638,,,,
part_summary,2013,11,K3AG1,T24,206,False,14913,1558,0.10447260779185945,0.30162614780955466,14913,,,,
part_summary,2013,11,K3AG1,T24,207,False,19731,1971,0.0998935684962749,0.39907366206868655,19731,,,,
part_summary,2013,11,K3AG1,T24,208,False,14798,1506,0.10177050952831464,0.29930019012175885,14798,,,,
part_summary,2013,11,K3AG1,T25,206,False,29584,2931,0.09907382368848026,0.5983576716152259,29584,,,,
part_summary,2013,11,K3AG1,T25,207,False,19858,1981,0.09975828381508711,0.4016423283847741,19858,,,,
part_summary,2013,11,K3SG1,T21,205,True,59387,6081,0.10239614730496574,0.2997193931624794,59387,,,,
part_summary,2013,11,K3SG1,T21,207,False,39742,4001,0.10067434955462734,0.20057332620040172,39742,,,,
part_summary,2013,11,K3SG1,T21,208,False,99013,9824,0.09921929443608415,0.49970728063711883,99013,,,,
part_summary,2013,11,K3SG1,T22,205,True,98926,9996,0.10104522572427875,0.4992682015927971,98926,,,,
part_summary,2013,11,K3SG1,T22,206,False,79496,7865,0.09893579551172386,0.4012072150276065,79496,,,,
part_summary,2013,11,K3SG1,T22,208,False,19720,1989,0.10086206896551723,0.09952458337959645,19720,,,,
part_summary,2013,11,K3SG1,T23,205,True,138704,13629,0.09825960318375822,0.7000232156736078,138704,,,,
part_summary,2013,11,K3SG1,T23,208,False,59438,5994,0.10084457754298597,0.2999767843263922,59438,,,,
part_summary,2013,12,K3AG1,T21,205,True,3105,316,0.10177133655394525,0.30491996464696064,3105,,,,
part_summary,2013,12,K3AG1,T21,207,False,1996,204,0.10220440881763528,0.19601296278110578,1996,,,,
part_summary,2013,12,K3AG1,T21,208,False,5082,476,0.09366391184573003,0.4990670725719336,5082,,,,
part_summary,2013,12,K3AG1,T24,206,False,3081,329,0.10678351184680299,0.3025630953550034,3081,,,,
part_summary,2013,12,K3AG1,T24,207,False,4065,418,0.1028290282902829,0.399194736325248,4065,,,,
part_summary,2013,12,K3AG1,T24,208,False,3037,302,0.09944023707606191,0.2982421683197486,3037,,,,
part_summary,2013,12,K3AG1,T25,206,False,6060,616,0.10165016501650165,0.5951094962191888,6060,,,,
part_summary,2013,12,K3AG1,T25,207,False,4123,385,0.0933786078098472,0.40489050378081115,4123,,,,
part_summary,2013,12,K3SG1,T21,205,True,12061,1214,0.1006550037310339,0.29834759808044325,12061,,,,
part_summary,2013,12,K3SG1,T21,207,False,8175,820,0.10030581039755351,0.20222134270024242,8175,,,,
part_summary,2013,12,K3SG1,T21,208,False,20190,1922,0.09519564140663694,0.4994310592193143,20190,,,,
part_summary,2013,12,K3SG1,T22,205,True,20302,2038,0.10038419860112305,0.5022015534556968,20302,,,,
part_summary,2013,12,K3SG1,T22,206,False,16130,1614,0.10006199628022319,0.39900064315044775,16130,,,,
part_summary,2013,12,K3SG1,T22,208,False,3994,411,0.1029043565348022,0.09879780339385544,3994,,,,
part_summary,2013,12,K3SG1,T23,205,True,28392,2857,0.10062693716539871,0.7023202889229704,28392,,,,
part_summary,2013,12,K3SG1,T23,208,False,12034,1185,0.09847099883662955,0.2976797110770296,12034,,,,
part_summary,2014,11,K3AG1,T21,205,True,14959,1492,0.09973928738552042,0.30313899527833504,14959,,,,
part_summary,2014,11,K3AG1,T21,207,False,9783,976,0.09976489829295718,0.19824913368593836,9783,,,,
part_summary,2014,11,K3AG1,T21,208,False,24605,2449,0.09953261532208901,0.4986118710357266,24605,,,,
part_summary,2014,11,K3AG1,T24,206,False,14757,1490,0.1009690316459985,0.29904553468295947,14757,,,,
part_summary,2014,11,K3AG1,T24,207,False,19786,1961,0.0991104821591024,0.40095649178268183,19786,,,,
part_summary,2014,11,K3AG1,T24,208,False,14804,1457,0.09841934612266955,0.2999979735343587,14804,,,,
part_summary,2014,11,K3AG1,T25,206,False,29465,2945,0.09994909214322077,0.5970981012016942,29465,,,,
part_summary,2014,11,K3AG1,T25,207,False,19882,2081,0.10466753847701439,0.4029018987983059,19882,,,,
part_summary,2014,11,K3SG1,T21,205,True,59412,5977,0.1006025718710025,0.30024864056277667,59412,,,,
part_summary,2014,11,K3SG1,T21,207,False,39539,4019,0.10164647563165483,0.19981705714690007,39539,,,,
part_summary,2014,11,K3SG1,T21,208,False,98925,10031,0.10140005054334092,0.4999343022903232,98925,,,,
part_summary,2014,11,K3SG1,T22,205,True,98908,9866,0.09974926194038905,0.4998483899007459,98908,,,,
part_summary,2014,11,K3SG1,T22,206,False,79256,7856,0.09912183304734026,0.40053366754937436,79256,,,,
part_summary,2014,11,K3SG1,T22,208,False,19712,2042,0.10359172077922078,0.09961794254987973,19712,,,,
part_summary,2014,11,K3SG1,T23,205,True,138624,13800,0.09954986149584487,0.7005599466332451,138624,,,,
part_summary,2014,11,K3SG1,T23,208,False,59252,5838,0.09852831971916559,0.29944005336675494,59252,,,,
part_summary,2014,12,K3AG1,T21,205,True,3123,312,0.09990393852065321,0.30817051509769094,3123,,,,
part_summary,2014,12,K3AG1,T21,207,False,2006,212,0.10568295114656032,0.19794750345372014,2006,,,,
part_summary,2014,12,K3AG1,T21,208,False,5005,455,0.09090909090909091,0.4938819814485889,5005,,,,
part_summary,2014,12,K3AG1,T24,206,False,3035,319,0.10510708401976936,0.29948687586343004,3035,,,,
part_summary,2014,12,K3AG1,T24,207,False,4077,395,0.0968849644346333,0.40230905861456484,4077,,,,
part_summary,2014,12,K3AG1,T24,208,False,3022,293,0.09695565850430178,0.2982040655220051,3022,,,,
part_summary,2014,12,K3AG1,T25,206,False,6044,578,0.0956320317670417,0.5964081310440102,6044,,,,
part_summary,2014,12,K3AG1,T25,207,False,4090,391,0.09559902200488997,0.40359186895598975,4090,,,,
part_summary,2014,12,K3SG1,T21,205,True,12198,1241,0.10173798983439908,0.29801373042437274,12198,,,,
part_summary,2014,12,K3SG1,T21,207,False,8402,885,0.10533206379433468,0.20527228750824558,8402,,,,
part_summary,2014,12,K3SG1,T21,208,False,20331,2083,0.10245438001082091,0.4967139820673817,20331,,,,
part_summary,2014,12,K3SG1,T22,205,True,20468,1971,0.09629665819816298,0.5000610784002345,20468,,,,
part_summary,2014,12,K3SG1,T22,206,False,16298,1657,0.10166891643146399,0.39818230680902006,16298,,,,
part_summary,2014,12,K3SG1,T22,208,False,4165,442,0.10612244897959183,0.1017566147907454,4165,,,,
part_summary,2014,12,K3SG1,T23,205,True,28636,2874,0.10036317921497416,0.6996164276465271,28636,,,,
